source_file,date,time,ticker,side,strike,option_type,expiry,dte,price,bid_ask_range,spot,size,premium,volume,oi,vol_oi,chain_bid_ask,share_eqv,iv_pct,delta,theta,gamma,vega,rho,theo,sector,industry,earnings,rule,contract
MET_12.31_95call2027-01-15.txt,2025-12-31,00:43:47,MET,ASK,95,call,2027-01-15,378d,$79.72,$1.20 - $3.90,$3.00,750,$225K,750,252,2.98,100%,"21,008",23.95,0.2801,-0.0088,0.0173,0.2742,0.2018,3.00,Financial Services,Insurance,33,Low Historic Volume Floor,95 call 2027-01-15
MET_12.31_95call2027-01-15.txt,2025-12-24,00:26:59,MET,ASK,82.5,call,2027-12-17,714d,$81.01,$10.70 - $13.90,$12.35,25,$31K,25,9,2.78,100%,"1,416",28.27,0.5663,-0.009,0.0122,0.4488,0.665,12.35,Financial Services,Insurance,33,,82.5 call 2027-12-17
